title,id,content,time
['欧洲拟建立统一冬季胎标准'],f5798540-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000据美国《轮胎评论》报道，欧洲议会日前呼吁，在整个欧洲为冬季轮胎建立统一的定义，作为更广泛评估轮胎如何影响车辆安全性的一部分。', '\u3000\u3000欧洲议会运输委员会副主席Dieter-LebrechtKoch称，应当允许每个国家根据各自的情况来立法，例如冬季比较短暂的南欧国家，大可不必制定跟德国或斯堪的纳维亚各国同样的法律。', '\u3000\u3000欧洲轮胎与橡胶制造商协会秘书长FaziletCinaralp同意Koch的观点，她表示，已证明在冬季天气条件下，冬季轮胎技术具有提高车辆驾驶的安全性和机动性的潜力。有鉴于此，她呼吁各会员国采用欧盟法规661/2009中规定的冬季轮胎定义（对新型轮胎从2012年11月起生效），并按照他们认为是否适合本国的气候要求进行立法。', '\u3000\u3000欧盟委员会道路安全部门负责人SzabolcsSchmidt说，他认同冬季轮胎在冬季天气条件下可提高道路安全性的说法，轮胎通常在减少交通事故方面起着潜在的重要作用。为此他宣布，在迈出建立冬季轮胎定义的第一步后，2013年将展开研讨，来评估轮胎在提高道路安全性方面可能发挥的作用。']",['2012-12-3']
['莫桑比克和南非合作建设天然气发电站'],f6be9332-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000莫桑比克公共电力公司和南非萨索尔公司在莫南部马普托省与南非交界的雷萨诺加西亚镇合作建设的新天然气发电站29日举行奠基仪式。', '\u3000\u3000莫桑比克能源部长南布雷特为新电站奠基。莫公共电力公司管理委员会主席索萨和南非萨索尔公司驻莫桑比克代表出席了奠基仪式。', '\u3000\u3000南布雷特在奠基仪式后说，建设这座天然气发电站是莫桑比克政府为提高国家的发电能力所作出努力的组成部分。他说，随着莫桑比克经济社会的快速发展，电力供应紧张的问题日益凸显，特别是莫桑比克南部地区，莫最大的卡奥拉巴萨水电站的电都是通过南非境内的输电线路最终输送到这一地区的。为了解决电力供应紧张的问题，莫政府计划修建更多的电站以及修建连接卡奥拉巴萨水电站至南部地区的输电线路。', '\u3000\u3000雷萨诺加西亚天然气发电站项目总投资2.5亿美元，计划于2014年5月完工，电站的发电能力为175兆瓦。莫桑比克公共电力公司和南非萨索尔公司分别占有电站51%和49%的股份。新电站生产的电力将全部供应莫桑比克国内市场。', '\u3000\u3000这是莫桑比克在雷萨诺加西亚镇建设的第二座天然气发电站。今年初，莫桑比克曾建设了一座生产能力为100兆瓦的天然气发电站，计划于2013年投产。这两座天然气发电站使用的天然气全部来自莫南部伊尼扬巴内省的天然气田。']",['2012-11-30']
['俄罗斯PhosAgro2013年第一季度磷铵减产17%'],f872bb40-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000俄罗斯PhosAgro宣布2013年第一季度磷铵较2012年同期减产17%。2012年1-3月份该公司磷铵产量为55.88万吨。同时，该公司计划提高复合肥和氮磷二元肥的产量。www.icis-china.com', '\u3000\u3000公司制定这项生产计划是由于预计明年年初复合肥和氮磷二元肥将提高，复合肥需求将高于磷铵。', '\xa0', '\u3000\u3000了解更多安迅思化工资讯，请浏览安迅思化工网页：', '\u3000\u3000http://www.icis-china.com/Chemease/information/Default.aspx']",['2012-11-28']
['全球EPDM市值将达65亿美元'],f9ff0f04-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000MarketsandMarkets公司最新研究报告称，2011年全球三元乙丙胶（EPDM）市场值估计为42亿美元，预计到2017年将达到65亿美元，期间年复合增长率为6.9％。', '\u3000\u3000IHS化工分析称，全球EPDM需求将由2011年的120万吨增至2017年的160万吨，亚洲将继续成为世界EPDM消费需求的引擎。其中，中国EPDM的消费量年均增速预计为11％，即由2011年的24万吨增至2017年的45万吨；印度EPDM的消费量预计将以年均10％的速度增长。', '\u3000\u3000目前，全球EPDM生产基本形成北美（48.5万吨/年）、西欧（40.0万吨/年）和亚洲（38.9万吨/年）三足鼎立的格局。', '\u3000\u3000据介绍，目前在建或规划的EPDM项目主要有：上海中石化三井弹性体有限公司在中国的7.5万吨/年项目，JSR公司在韩国的扩能项目（9万吨/年扩增至15万吨/年），SK计划在中国宁波新上5万吨/年项目，吉林石化拟新增的4万吨/年EPDM项目，延长石油、山东玉皇化工各计划上马5万吨/年项目，沙特基础工业公司和埃克森美孚在沙特的合资项目，以及沙特阿美和住友联合项目等。', '\u3000\u3000随着亚洲产能的逐渐释放，2015年后全球EPDM总产能将会有较大的增加，预计产能将超过165万吨/年。']",['2012-11-26']
['在哥伦比亚遭绑架的4名中国石油工人获释'],fb95d514-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000在南美洲国家哥伦比亚，去年被游击队绑架的4名中国石油工人21号安全获释，并于22号乘飞机抵达哥伦比亚首都波哥大，中国驻哥大使到机场迎接，表示会协助四人早日回国与家人团聚。', '\u3000\u3000去年被绑架的4名中国人质获释，中国大使馆消息称绑匪没有要求赎金。4人是3名工程师和1名翻译，年龄介于24至46岁，据悉身体状况良好，抵达首都波哥大后会接受进一步的身体检查。', '\u3000\u3000中国驻哥伦比亚大使汪晓源：“他们十分健康。总共有4人，其中3人一切良好，余下1人行动不便，需要用担架或轮椅。这一段时间以来中国及哥伦比亚的政府都十分关注4人的安全，我们尽力争取他们早日获释。今天4人终于平安归来。”', '\u3000\u3000警方表示，人质获释全赖情报科的努力，以及红十字会国际委员会和中国政府的协调合作。', '\u3000\u3000这3名工程师连同翻译去年6月8号在哥伦比亚南部卡克塔省遭左翼“哥伦比亚革命武装力量”绑架；', '\u3000\u3000与政府对抗半个世纪的游击队2月时声称将停止绑架人质，不论是出于政治或经济目的。游击队目前正与政府一方在古巴展开谈判，希望定出5点和平方案，这次释放人质，可能是向当局示好。']",['2012-11-23']
['挪国油和德国公司签署10年天然气销售合约'],fd01627e-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000据道琼斯11月20日消息，挪威油气巨头Statoil周二表示，公司已经和德国Wintershall签署一份长达10年的销售合同，计划向德国和其他西北欧市场供应450亿立方米的天然气。', '\u3000\u3000两家公司在一份公告中称，来自于挪威大陆架的天然气将通过现有的管道基础设施进行输送，主要将出口至德国。']",['2012-11-21']
['IEA：国际原油供应仍充足'],fe82b634-9e92-11e8-9960-000c29c468ed,"['\u3000\u3000国际能源署(IEA)总干事范德胡芬(MariavanderHoeven)昨日表示,虽然在美国和欧盟祭出制裁举措后，国际石油市场上每日减去近100万桶的伊朗原油供应,但整个市场上依然供应充足。', '\u3000\u3000路透社昨日援引范德胡芬的话称，原油供应充足,这与我们之前一直阐述的情况是符合的。范德胡芬目前正在堪培拉出席世界能源展望会议。', '\u3000\u3000“市场日均减少了逾100万桶的原油，是100万桶的伊朗原油，因此这证明(制裁举措)生效了。”范德胡芬说道。', '\u3000\u3000范德胡芬表示,尽管美国和欧盟的制裁遏制了伊朗原油出口,但市场供应还是充足的。', '\u3000\u3000布兰特原油期货在今年大多数时间里都持守在每桶100美元上方,因为美国和欧盟向伊朗施压以迫其放弃备受争议的核项目,令市场上普遍存在供应短缺或受阻的忧虑,从而支撑油价。']",['2012-11-20']
['2011年全球产煤76.78亿吨'],0044f748-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000近日，国际能源署（IEA）发布了2011年全球能源统计系列报告，包括煤炭、石油及电力统计报告等。除此之外，IEA还发布了针对经合组织（OECD）国家的能源统计和能源平衡报告。', '\u3000\u30002011年，全球煤炭产量和消费量分别增长6.6%和5.3%，中国超过日本成为最大煤炭进口国，印度尼西亚超过澳大利亚成为最大煤炭出口国。', '\u3000\u30002011年，全球煤炭产量增长6.6%，达到76.78亿吨。从每年的产量看，1999年是煤炭产量下降的最后一年，2011年煤炭产量比1999年增长了68%，这种增长的主要原因是动力煤（增长74%）和炼焦煤（增长101%）产量的增长，而褐煤产量增长较为缓慢，自1999年以来增长了26%，年均增长仅1.9%。目前，中国是世界最大的煤炭生产国，产量达34.71亿吨（中国国家统计局的数字为35.2亿吨），其次是美国的10.04亿吨，其他主要煤炭生产国还有印度、澳大利亚和印尼等。', '\u3000\u3000近年来，OECD国家和非OECD国家煤炭产量发展截然不同。2011年OECD国家煤炭产量比1998年的产量少1000万吨，而同一时期非OECD国家的煤炭年产量增长了29.87亿吨（115%）。2010年至2011年的增长率也能反映这点，OECD国家煤炭产量仅增长0.8%，而非OECD国家总的煤炭产量增加了9%。', '\u3000\u30002011年，全球煤炭消费量增长5.3%，达到52.67亿吨标准煤。OECD国家消费量减少3260万吨标准煤，非OECD国家消费量增加2.99亿吨标准煤，OECD国家煤炭消费占全球消费量的份额也因此下降到有史以来的最低水平（28.7%）。', '\u3000\u3000中国继续驱动全球煤炭市场，2011年中国煤炭消费量增加到25.51亿吨标准煤。']",['2012-11-20']
['瑞士拒绝对伊朗进行石油禁运'],01b31ee8-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000《德黑兰时报》报道，瑞士近日重申其有关伊朗的中立立场，并不会采取欧盟关于对伊石油禁运的措施。', '\u3000\u3000瑞士政府内阁援引政治原因而非商业利益作为不采纳欧盟禁运令的理由，此外，在本周对国会关于该问题的答复中，瑞士政府内阁称，“瑞士公司海外子公司在法律上是独立的，不受所在国制裁措施的影响。”']",['2012-11-20']
['阿塞拜疆2013年石油开采量将略增'],01b31ee9-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000日前，阿塞拜疆财政部对外宣布，根据2013年度国家财政预算计划，2013年阿石油和天然气开采量将小幅增长。', '\u3000\u3000根据该计划，2013年阿石油开采量为4320万吨，较2012年计划量增长0.7%，较2011年的实际开采量4560万吨下降5.26%。2013年，阿计划开采天然气288亿立方米，较2012年增长6.3%，较2011年实际开采量257亿立方米增长12.1%。', '\u3000\u30002013年，阿塞拜疆将石油基准价格定为100美元/桶，与2012年持平。']",['2012-11-20']
['日本十大化工产品10月产量增加'],0473088c-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000市场人士上周五表示，日本十大化工产品10月产量环比增加，包括乙烯、高压聚乙烯（LDPE）、低压聚乙烯（HDPE）、聚苯乙烯（PS）、苯乙烯（SM）、环氧乙烷（EO）和乙二醇（EG）。部分原因是大多数化工生产商在停车检修后已重启装置。', '\u3000\u3000日本石化工业协会（JPCA）数据显示，10月EO产量环比增加17%至7.86万吨，SM产量增加16%至18.13万吨。EG产量上涨15%至6.03万吨，而乙醛产量下跌9%至1.15万吨。10月LDPE产量环比增加4%至10.96万吨，HDPE产量环比增加6%至8.51万吨。10月乙烯产量在50万吨，环比上涨1.4%。', '\u3000\u3000然而该协会同时表示，有8个化工产品10月产量环比减少。其中甲基丙烯酸甲酯（MMA）产量跌幅最大，10月产量在2.63万吨，环比下跌22%。10月丁苯橡胶（SBR）产量在3.28万吨，环比减少21%。顺丁橡胶产量下滑11%至1.85万吨，聚氯乙烯（PVC）产量减少10%至11.28万吨。', '\u3000\u3000日本10月石脑油裂解装置平均开工率在83.8%，较上月的84.3%有所下降。一裂解装置在10月停车检修，另有两套裂解装置上月停车。', '\xa0', '\u3000\u3000了解更多安迅思化工资讯，请浏览安迅思化工网页：', '\u3000\u3000http://www.icis-china.com/Chemease/information/Default.aspx']",['2012-11-20']
['印度ONGC发布3.5万吨石脑油销售招标，12月10-11日装船'],0636c348-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000本周一ICIS获得的一份标书文件显示，印度国家石油和天然气公司（ONGC）发布了一份3.5万吨石脑油销售招标，12月10-11日装船。该标书于11月21日截标，递价有效期截至11月22日。', '\u3000\u3000ONGC另一份3.5万吨石脑油销售招标于11月16日截标，货物将于11月28-29日从哈兹拉（Hazira）装船，但目前尚未得知投标结果。', '\u3000\u3000在上一份标书中，ONGC高价销售了一单3.5万吨的石脑油船货。该船货于11月18-19日从哈兹拉装船，销往瑞士石油经销商贡沃尔石油（Gunvor），售价比销往中东的FOB价格高出47.50美元/吨。', '\xa0', '\u3000\u3000了解更多安迅思化工资讯，请浏览安迅思化工网页：', '\u3000\u3000http://www.icis-china.com/Chemease/information/Default.aspx']",['2012-11-20']
['11月份欧洲PX合同价环比上涨20欧元/吨'],07c1ad68-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000因多数市场人士赞成提高合同价，11月份欧洲PX合同价敲定在1210欧元/吨（合1551美元/吨）（FD西北欧），较10月份上涨20欧元/吨。', '\u3000\u3000亚洲市场定价现分歧，受此影响，本月欧洲合同落定时间有所延迟。此前多数市场人士预计价格会小幅上涨，但终端需求疲弱导致价格上涨乏力。部分下游人士预计12月份PX合约价会下滑。', '\u3000\u3000上周欧洲现货市场交投清淡。因需求疲弱，买家退市观望，导致买卖意向相差较大，PX现货价格降至1,450-1,520美元/吨（FOB鹿特丹）。', '\u3000\u3000但市场供需仍平衡，因此卖家不愿以低于本月合同价的价位抛货。', '\u3000\u3000考虑到经济疲弱会遏制纯苯和甲苯生产，从而导致甲苯开工率降低，预计2013年全球PX供应仍将偏紧。', '\xa0', '\u3000\u3000了解更多安迅思化工资讯，请浏览安迅思化工网页：', '\u3000\u3000http://www.icis-china.com/Chemease/information/Default.aspx']",['2012-11-20']
['拉美着力应对石化进口产品冲击'],08efe470-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000去年以来，拉美一些较大的经济体经济增速放缓，影响了对石化产品的需求。分析人士指出，虽然拉美经济情况在2013年将有所改观，但增长的石化产品需求将由大批美国进口货来满足。面对越来越多低成本“外来货”的涌入，拉美国家正在采取各种措施保护本土石化产业。', '\u3000\u3000分析人士指出，受益于页岩气开发，蜂拥而至的裂解项目预计将使美国乙烯年产能增长380万吨，下游衍生物项目很快被带动起来。作为美国的近邻，拉美将是这些产品最有可能的目标市场。', '\u3000\u3000去年以来，巴西经济增速开始放缓，巴西央行预测其今年GDP增幅仅为1.6%。为此，巴西政府采取了许多激励措施，包括将基准利率从12.5%降至7.25%、将工业用户的电力税降低28%、实施价值650亿美元的物流项目。国际货币基金组织（IMF）预计，巴西GDP在2013年将增长4%。', '\u3000\u3000总部位于美国的聚合物国际顾问公司总裁罗勃特·鲍曼表示：“对于巴西的石化工业，更大的挑战不是需求，是原料。”他认为75%～80%的巴西石化产品是以石脑油为原料的，这使其在与以廉价天然气为原料的美国石化产品竞争中处于劣势。', '\u3000\u3000鲍曼说，事实上，聚乙烯进口量占其国内需求的25%～30%。聚乙烯进口增加将使巴西国内乙烯需求减少，从而使裂解装置降低开工率，但除了减少乙烯产量外，其他石油基衍生物如丙烯和碳四产品产量也将降低，影响到这些原料的下游用户。', '\u3000\u3000对此，巴西政府将聚乙烯进口关税从14%提到20%，乙二醇进口关税从2%提高至20%。', '\u3000\u3000耐克森公司负责拉美能源和化学品业务的劳尔·阿里亚斯表示：“在短期内，这些举措将为巴西石化工业带来利好，而从中期看还将受各种因素影响，如国内消费的增长及地区成本结构、巴西贸易伙伴的反应、全球经济形势。但随着时间的推移，巴西的工业必须要对外开放，产品成本竞争力将成为一个关键因素，这归根结底是行业结构性问题，需要依赖高水平的创造力来解决。”鲍曼表示，未来拉美项目的可行性将取决于工厂是否能以美国海湾地区价格获得充足的天然气资源，而那些依赖出口的以石脑油为原料的项目将难以推进。', '\u3000\u3000除提高进口关税外，新建以乙烷为原料的大型项目也是拉美诸国抵抗进口的途径。墨西哥正在规划中的乙烯XXI项目由GrupoIdesa公司和巴西国家化学公司共同开发，将使用来自墨西哥国家石油公司旗下Pemex-Gas公司的乙烷。一份价值27亿美元的EPC合同已授出，项目将于2015年投产。建成后，乙烯XXI项目将年产75万吨高密度聚乙烯和30万吨低密度聚乙烯，从而降低墨西哥树脂进口量。', '\u3000\u3000为了增加进口天然气，墨西哥计划投资78亿美元，新建8个管道，将天然气管道容量增加38%。目前，墨国油正致力于深海石油开采，因此页岩气的发展相对滞后。虽然拥有丰富的天然气储量，但墨西哥长期依赖美国天然气进口。', '\u3000\u3000与上述国家相比，秘鲁的经济规模相对较小，不过IMF预计该国增长潜力较大，GDP增速在2012年为6%，2013年为5.8%。秘鲁也在为满足激增的化学品需求而努力。2011年秘鲁石油公司和巴西国家化学公司签署了一项谅解备忘录，研讨在秘鲁建设以乙烷为原料年产120万吨聚乙烯工厂的经济和技术可行性。如果该项目能顺利推进，将成为美洲西海岸最大的聚乙烯工厂。', '\u3000\u3000和秘鲁相似，玻利维亚也在酝酿本国第一个聚乙烯项目。正在实施的亚奎瓦项目天然气日处理量为3200万立方米，液化石油气日产量为2247吨，乙烷日产量为3144吨。乙烷将供应正在塔里哈建设的聚乙烯项目，该项目聚乙烯年产能60万吨，年消耗乙烷75.6万吨。此外，玻利维亚国家天然气工业化公司（EBIH）今年9月宣布计划新建一批石化项目，其中包括年产50万吨甲醇工厂、年产20万吨聚氯乙烯工厂、年产26万吨乙二醇工厂以及一家芳烃工厂。', '\u3000']",['2012-11-20']
['壳牌将扩新加坡乙烯产能'],0a206248-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000壳牌公司近日作出最终决定，将对新加坡武公岛（Bukom）的乙烯裂解装置进行脱瓶颈改造，预期将增加烯烃和芳烃产能20％以上。扩能改造工程将在下一次检修期间进行。', '\u3000\u3000该乙烯裂解装置2010年3月投产，是壳牌东方石化（SEPC）主要组成部分，也是壳牌公司有史以来石化投资规模最大项目，它由壳牌公司位于Bukom岛的最大炼油厂和裕廊岛附件的世界级规模乙二醇（EG）厂组成。该项目目前包括80万吨/年乙烯、75万吨/年乙二醇（EG）、15.5万吨/年丁二烯、45万吨/年丙烯和23万吨/年纯苯。']",['2012-11-20']
['巴斯夫和俄气拟交换部分能源资产'],0bacb468-9e93-11e8-9960-000c29c468ed,"['\u3000\u3000德国巴斯夫公司和俄罗斯天然气工业股份公司（俄气）已经同意进行资产交换。根据协议，巴斯夫将增加在俄罗斯的油气产量，同时将退出天然气贸易和存储的合资业务。该协议预计在2013年底前完成。', '\u3000\u3000根据协议条款，巴斯夫和俄气将联合开发西西伯利亚乌连戈伊天然气和凝析油田阿奇莫夫斯克构造区的两个新增区块。巴斯夫旗下能源子公司Wintershall将获得两个区块25%加1股的股权，并有增持股权至50%的选择权。这两个区块估计拥有2740亿立方米天然气和7400万吨凝析油的资源，相当于24亿桶石油当量。2016年开始从这两个区块至少年产80亿立方米的天然气。']",['2012-11-20']
