time,id,content,title
[],688a516a-9c48-11e8-9260-000c29c468ed,[],['天津口岸首季原油进口量同比增长１７．９％ ']
[],69e339c8-9c48-11e8-9260-000c29c468ed,[],[]
[],6b8aa284-9c48-11e8-9260-000c29c468ed,[],['外汇存款准备金率调至4% 旨在收缩银行外汇贷款']
[],6d282ef4-9c48-11e8-9260-000c29c468ed,[],[]
[],6ee6b3a0-9c48-11e8-9260-000c29c468ed,[],[]
[],70738464-9c48-11e8-9260-000c29c468ed,[],[]
[],722509f4-9c48-11e8-9260-000c29c468ed,[],[]
[],73b31e46-9c48-11e8-9260-000c29c468ed,[],[]
[],74f8d48a-9c48-11e8-9260-000c29c468ed,[],[]
[],764b106e-9c48-11e8-9260-000c29c468ed,[],[]
[],764b106f-9c48-11e8-9260-000c29c468ed,[],[]
[],78d45ee4-9c48-11e8-9260-000c29c468ed,[],[]
[],79fb2c6c-9c48-11e8-9260-000c29c468ed,[],['我国工业生产7月份增速明显回落']
[],7b7f0ffe-9c48-11e8-9260-000c29c468ed,[],[]
[],7d175baa-9c48-11e8-9260-000c29c468ed,[],[]
[],7e92c172-9c48-11e8-9260-000c29c468ed,[],[]
[],804c0fa0-9c48-11e8-9260-000c29c468ed,[],[]
[],817a56fc-9c48-11e8-9260-000c29c468ed,[],[]
[],9e066298-9c48-11e8-9260-000c29c468ed,[],[]
[],a180cc6a-9c48-11e8-9260-000c29c468ed,[],[]
[],a4b06eb8-9c48-11e8-9260-000c29c468ed,[],[]
[],a64014b8-9c48-11e8-9260-000c29c468ed,[],[]
[],a7ec49b2-9c48-11e8-9260-000c29c468ed,[],[]
[],a97cf114-9c48-11e8-9260-000c29c468ed,[],[]
[],ab406396-9c48-11e8-9260-000c29c468ed,[],[]
[],ac9afaf8-9c48-11e8-9260-000c29c468ed,[],[]
[],ae17e986-9c48-11e8-9260-000c29c468ed,[],[]
[],afa4ab68-9c48-11e8-9260-000c29c468ed,[],[]
[],b0f3c490-9c48-11e8-9260-000c29c468ed,[],[]
[],b2b38cf2-9c48-11e8-9260-000c29c468ed,[],[]
[],b44a74b8-9c48-11e8-9260-000c29c468ed,[],[]
[],b5f0382a-9c48-11e8-9260-000c29c468ed,[],[]
[],b79e6c6e-9c48-11e8-9260-000c29c468ed,[],[]
[],b945ddfe-9c48-11e8-9260-000c29c468ed,[],[]
[],bb18969e-9c48-11e8-9260-000c29c468ed,[],[]
[],bca88fe6-9c48-11e8-9260-000c29c468ed,[],[]
[],bca88fe7-9c48-11e8-9260-000c29c468ed,[],[]
[],bee6988e-9c48-11e8-9260-000c29c468ed,[],[]
[],bffaadf0-9c48-11e8-9260-000c29c468ed,[],[]
[],c1865b4c-9c48-11e8-9260-000c29c468ed,[],[]
[],c345b342-9c48-11e8-9260-000c29c468ed,[],[]
[],c4c3a846-9c48-11e8-9260-000c29c468ed,[],[]
[],c60bbac2-9c48-11e8-9260-000c29c468ed,[],[]
[],c794c460-9c48-11e8-9260-000c29c468ed,[],[]
[],c8b417b0-9c48-11e8-9260-000c29c468ed,[],[]
[],c9bcd520-9c48-11e8-9260-000c29c468ed,[],[]
[],c9bcd521-9c48-11e8-9260-000c29c468ed,[],[]
[],cbb01a2c-9c48-11e8-9260-000c29c468ed,[],[]
[],cd6dcda0-9c48-11e8-9260-000c29c468ed,[],[]
[],cefc69a6-9c48-11e8-9260-000c29c468ed,[],[]
[],d0cb2a42-9c48-11e8-9260-000c29c468ed,[],[]
[],d26f6480-9c48-11e8-9260-000c29c468ed,[],[]
[],d38b4b9a-9c48-11e8-9260-000c29c468ed,[],[]
[],d509d496-9c48-11e8-9260-000c29c468ed,[],['上半年全国煤炭出口萎缩加深 ']
[],d646d980-9c48-11e8-9260-000c29c468ed,[],[]
[],d7e01586-9c48-11e8-9260-000c29c468ed,[],[]
[],d920ce22-9c48-11e8-9260-000c29c468ed,[],[]
[],dac6e75c-9c48-11e8-9260-000c29c468ed,[],[]
[],dc21473c-9c48-11e8-9260-000c29c468ed,[],[]
[],dd8ffcc6-9c48-11e8-9260-000c29c468ed,[],[]
[],dece6ab4-9c48-11e8-9260-000c29c468ed,[],['上半年我国煤炭生产稳定增长 价格稳中略有回调 ']
[],e05266ce-9c48-11e8-9260-000c29c468ed,[],[]
[],e1b06912-9c48-11e8-9260-000c29c468ed,[],[]
[],e3680d3c-9c48-11e8-9260-000c29c468ed,[],[]
[],e4f0ec28-9c48-11e8-9260-000c29c468ed,[],[]
[],e689a066-9c48-11e8-9260-000c29c468ed,[],[]
[],e8373e5a-9c48-11e8-9260-000c29c468ed,[],[]
[],e9cf142c-9c48-11e8-9260-000c29c468ed,[],[]
[],eb5bee32-9c48-11e8-9260-000c29c468ed,[],[]
[],eca3e434-9c48-11e8-9260-000c29c468ed,[],[]
[],ee467c20-9c48-11e8-9260-000c29c468ed,[],[]
[],f001e338-9c48-11e8-9260-000c29c468ed,[],[]
[],f1b787be-9c48-11e8-9260-000c29c468ed,[],[]
[],f36c4284-9c48-11e8-9260-000c29c468ed,[],['石油加工业亏损 国有大石油公司利润未受影响 ']
[],f4ac715a-9c48-11e8-9260-000c29c468ed,[],[]
[],f6614f3e-9c48-11e8-9260-000c29c468ed,[],['石油消费下降0.5％的启示：价格杠杆作用的体现']
[],f8209dde-9c48-11e8-9260-000c29c468ed,[],[]
[],f9cd60fe-9c48-11e8-9260-000c29c468ed,[],[]
[],fb4783ce-9c48-11e8-9260-000c29c468ed,[],[]
[],fd09b308-9c48-11e8-9260-000c29c468ed,[],[]
[],feaf0596-9c48-11e8-9260-000c29c468ed,[],[]
[],ff90fb04-9c48-11e8-9260-000c29c468ed,[],[]
[],0139bc48-9c49-11e8-9260-000c29c468ed,[],[]
[],03010a90-9c49-11e8-9260-000c29c468ed,[],[]
[],03010a91-9c49-11e8-9260-000c29c468ed,[],[]
[],07045eee-9c49-11e8-9260-000c29c468ed,[],[]
[],07045eef-9c49-11e8-9260-000c29c468ed,[],[]
[],08e61c34-9c49-11e8-9260-000c29c468ed,[],[]
[],0a3cae5e-9c49-11e8-9260-000c29c468ed,[],[]
[],0b523b6a-9c49-11e8-9260-000c29c468ed,[],[]
[],0b523b6b-9c49-11e8-9260-000c29c468ed,[],[]
[],0dcf8514-9c49-11e8-9260-000c29c468ed,[],[]
[],0dcf8515-9c49-11e8-9260-000c29c468ed,[],[]
[],1015e034-9c49-11e8-9260-000c29c468ed,[],[]
[],1015e035-9c49-11e8-9260-000c29c468ed,[],[]
[],128017e0-9c49-11e8-9260-000c29c468ed,[],[]
[],13b99c08-9c49-11e8-9260-000c29c468ed,[],[]
[],15094b08-9c49-11e8-9260-000c29c468ed,[],[]
[],16b3abec-9c49-11e8-9260-000c29c468ed,[],[]
[],16b3abed-9c49-11e8-9260-000c29c468ed,[],[]
[],19339440-9c49-11e8-9260-000c29c468ed,[],[]
[],1b0ab654-9c49-11e8-9260-000c29c468ed,[],[]
[],1c2a189a-9c49-11e8-9260-000c29c468ed,[],[]
[],37aaad82-9c49-11e8-9260-000c29c468ed,[],[]
[],37aaad83-9c49-11e8-9260-000c29c468ed,[],[]
[],3a27c702-9c49-11e8-9260-000c29c468ed,[],[]
[],3b5f07f2-9c49-11e8-9260-000c29c468ed,[],[]
[],3cf22b80-9c49-11e8-9260-000c29c468ed,[],[]
[],3dfb0164-9c49-11e8-9260-000c29c468ed,[],[]
[],3f7454c8-9c49-11e8-9260-000c29c468ed,[],[]
[],40f41ab8-9c49-11e8-9260-000c29c468ed,[],[]
[],40f41ab9-9c49-11e8-9260-000c29c468ed,[],[]
[],4320d254-9c49-11e8-9260-000c29c468ed,[],[]
[],44941dda-9c49-11e8-9260-000c29c468ed,[],[]
[],44941ddb-9c49-11e8-9260-000c29c468ed,[],[]
[],4672db00-9c49-11e8-9260-000c29c468ed,[],[]
[],47af43f0-9c49-11e8-9260-000c29c468ed,[],[]
[],490b9870-9c49-11e8-9260-000c29c468ed,[],[]
[],4ae2ab52-9c49-11e8-9260-000c29c468ed,[],[]
[],4c85ac48-9c49-11e8-9260-000c29c468ed,[],[]
[],4da2f05e-9c49-11e8-9260-000c29c468ed,[],[]
[],4f54cff8-9c49-11e8-9260-000c29c468ed,[],[]
[],50e55626-9c49-11e8-9260-000c29c468ed,[],[]
[],51f3746c-9c49-11e8-9260-000c29c468ed,[],[]
[],536cfb38-9c49-11e8-9260-000c29c468ed,[],[]
[],54dcb8e6-9c49-11e8-9260-000c29c468ed,[],[]
[],5694ad4c-9c49-11e8-9260-000c29c468ed,[],[]
[],57b9da80-9c49-11e8-9260-000c29c468ed,[],[]
[],596a99b4-9c49-11e8-9260-000c29c468ed,[],[]
[],5aaaa6ac-9c49-11e8-9260-000c29c468ed,[],[]
[],5bf68f94-9c49-11e8-9260-000c29c468ed,[],[]
[],5d47fe5a-9c49-11e8-9260-000c29c468ed,[],['前5月经广东口岸煤进口大幅增长']
[],5f03b7d4-9c49-11e8-9260-000c29c468ed,[],[]
[],5ff1a41c-9c49-11e8-9260-000c29c468ed,[],['前８个月我国石化行业进出口贸易依然活跃\u3000']
[],5ff1a41d-9c49-11e8-9260-000c29c468ed,[],['前8月煤炭实现利润近350亿库存和应收帐款总量达664亿']
[],62b7dcac-9c49-11e8-9260-000c29c468ed,[],['前两个月天津石化工业产值增长31．6％']
[],63d752b6-9c49-11e8-9260-000c29c468ed,[],[]
[],656380aa-9c49-11e8-9260-000c29c468ed,[],[]
[],66bf161c-9c49-11e8-9260-000c29c468ed,[],['前三季度我国合成材料产量增长\u3000橡胶价格继续下跌']
[],67fd1ab0-9c49-11e8-9260-000c29c468ed,[],['前三季度我国原油和成品油产量平稳增长']
[],695ca222-9c49-11e8-9260-000c29c468ed,[],[]
[],6ab62698-9c49-11e8-9260-000c29c468ed,[],[]
[],6c4c2b10-9c49-11e8-9260-000c29c468ed,[],[]
[],6db5407c-9c49-11e8-9260-000c29c468ed,[],[]
[],6f66733c-9c49-11e8-9260-000c29c468ed,[],[]
[],71369174-9c49-11e8-9260-000c29c468ed,[],[]
[],71369175-9c49-11e8-9260-000c29c468ed,[],[]
[],73a7b55a-9c49-11e8-9260-000c29c468ed,[],[]
[],751ff352-9c49-11e8-9260-000c29c468ed,[],[]
[],769ffd3a-9c49-11e8-9260-000c29c468ed,[],['去年GDP近16万亿 比年快报增加16.8%']
[],77ca247e-9c49-11e8-9260-000c29c468ed,[],['去年PE、PP进口增长国内产量减少']
[],794fc0b0-9c49-11e8-9260-000c29c468ed,[],[]
[],7a818036-9c49-11e8-9260-000c29c468ed,[],['去年海洋油气业总产值近6百亿 ']
[],7c7279a4-9c49-11e8-9260-000c29c468ed,[],['去年农发行增投贷款517亿 ']
[],7d868d80-9c49-11e8-9260-000c29c468ed,[],['去年我国甲醇产量大幅增长 ']
[],7f2216a0-9c49-11e8-9260-000c29c468ed,[],['去年我国涂料总产量已突破三百万吨 ']
[],80421c88-9c49-11e8-9260-000c29c468ed,[],[]
[],81f85f60-9c49-11e8-9260-000c29c468ed,[],['去年油价屡创新高 我国原油进口多花70亿美元']
[],83783266-9c49-11e8-9260-000c29c468ed,[],['去年云南磷及磷酸出口量大幅攀升 ']
[],84de122e-9c49-11e8-9260-000c29c468ed,[],[]
[],869fc2e2-9c49-11e8-9260-000c29c468ed,[],[]
[],8861ddae-9c49-11e8-9260-000c29c468ed,[],[]
[],899f8b08-9c49-11e8-9260-000c29c468ed,[],[]
[],8af7dbae-9c49-11e8-9260-000c29c468ed,[],[]
[],8ca15430-9c49-11e8-9260-000c29c468ed,[],[]
[],8e300472-9c49-11e8-9260-000c29c468ed,[],[]
[],8fa15aae-9c49-11e8-9260-000c29c468ed,[],[]
[],915a4ebe-9c49-11e8-9260-000c29c468ed,[],[]
[],92baa3d0-9c49-11e8-9260-000c29c468ed,[],[]
[],9472d76a-9c49-11e8-9260-000c29c468ed,[],[]
[],962b873c-9c49-11e8-9260-000c29c468ed,[],[]
[],97fcabe0-9c49-11e8-9260-000c29c468ed,[],[]
[],9989f2a6-9c49-11e8-9260-000c29c468ed,[],[]
[],9a77ceea-9c49-11e8-9260-000c29c468ed,[],['人民币汇率连续3天创新高 能否解决经济结构问题存争议']
[],9c13a116-9c49-11e8-9260-000c29c468ed,[],[]
[],9d92a92e-9c49-11e8-9260-000c29c468ed,[],[]
[],9e96c3c8-9c49-11e8-9260-000c29c468ed,[],[]
[],a01eec98-9c49-11e8-9260-000c29c468ed,[],[]
[],a1b30cce-9c49-11e8-9260-000c29c468ed,[],[]
[],a2f02838-9c49-11e8-9260-000c29c468ed,[],[]
[],a4467ae8-9c49-11e8-9260-000c29c468ed,[],[]
[],a5f28b2a-9c49-11e8-9260-000c29c468ed,[],[]
[],a77ad31c-9c49-11e8-9260-000c29c468ed,[],[]
[],a94542d6-9c49-11e8-9260-000c29c468ed,[],[]
[],ab01719e-9c49-11e8-9260-000c29c468ed,[],[]
[],acbc1d9a-9c49-11e8-9260-000c29c468ed,[],[]
[],ae3d95b8-9c49-11e8-9260-000c29c468ed,[],[]
[],afd57a12-9c49-11e8-9260-000c29c468ed,[],[]
[],c9aa4aa8-9c49-11e8-9260-000c29c468ed,[],[]
[],ccaacb56-9c49-11e8-9260-000c29c468ed,[],[]
[],ce6d11c4-9c49-11e8-9260-000c29c468ed,[],[]
[],cfaf052e-9c49-11e8-9260-000c29c468ed,[],[]
[],d16f7be6-9c49-11e8-9260-000c29c468ed,[],[]
[],d2da9e3e-9c49-11e8-9260-000c29c468ed,[],[]
[],d44b179e-9c49-11e8-9260-000c29c468ed,[],[]
[],d6556210-9c49-11e8-9260-000c29c468ed,[],[]
[],d724fca0-9c49-11e8-9260-000c29c468ed,[],[]
[],d8c1fc70-9c49-11e8-9260-000c29c468ed,[],[]
[],daaa3908-9c49-11e8-9260-000c29c468ed,[],[]
[],dc166df2-9c49-11e8-9260-000c29c468ed,[],[]
[],dc166df3-9c49-11e8-9260-000c29c468ed,[],[]
[],de18cb04-9c49-11e8-9260-000c29c468ed,[],[]
[],df5e6352-9c49-11e8-9260-000c29c468ed,[],[]
[],e09f8746-9c49-11e8-9260-000c29c468ed,[],[]
[],e2431f22-9c49-11e8-9260-000c29c468ed,[],[]
[],e3d36b80-9c49-11e8-9260-000c29c468ed,[],[]
[],e5b01c00-9c49-11e8-9260-000c29c468ed,[],[]
[],e73dccf2-9c49-11e8-9260-000c29c468ed,[],[]
[],e8d1db8a-9c49-11e8-9260-000c29c468ed,[],[]
[],ea84e8e6-9c49-11e8-9260-000c29c468ed,[],[]
[],eb7f35b2-9c49-11e8-9260-000c29c468ed,[],[]
[],ecc1467c-9c49-11e8-9260-000c29c468ed,[],[]
[],ecc1467d-9c49-11e8-9260-000c29c468ed,[],[]
[],ef6806b8-9c49-11e8-9260-000c29c468ed,[],[]
[],f1072f8a-9c49-11e8-9260-000c29c468ed,[],[]
[],f28ba85e-9c49-11e8-9260-000c29c468ed,[],[]
[],f3f75f80-9c49-11e8-9260-000c29c468ed,[],[]
[],f57c37f4-9c49-11e8-9260-000c29c468ed,[],[]
[],f70e8766-9c49-11e8-9260-000c29c468ed,[],[]
[],f89c80ce-9c49-11e8-9260-000c29c468ed,[],['闽去年成品油进口增长']
[],f9fa5dec-9c49-11e8-9260-000c29c468ed,[],[]
[],fb590e7c-9c49-11e8-9260-000c29c468ed,[],['内蒙古二连浩特口岸首次进口炼焦原煤']
[],fce4c24a-9c49-11e8-9260-000c29c468ed,[],['内蒙古甘其毛道口岸进口煤炭大幅增长']
[],fe14a040-9c49-11e8-9260-000c29c468ed,[],['宁波1月份成品油出口总额达4155万美元']
[],ff979f4e-9c49-11e8-9260-000c29c468ed,[],[]
[],0166802e-9c4a-11e8-9260-000c29c468ed,[],[]
[],02bde16a-9c4a-11e8-9260-000c29c468ed,[],['宁波口岸液化品进口量增价扬']
[],02bde16b-9c4a-11e8-9260-000c29c468ed,[],['宁波口岸原油进口价格同比上涨32%']
[],0526d448-9c4a-11e8-9260-000c29c468ed,[],[]
[],0526d449-9c4a-11e8-9260-000c29c468ed,[],[]
[],077a64c6-9c4a-11e8-9260-000c29c468ed,[],[]
[],12a8e610-9c4a-11e8-9260-000c29c468ed,[],[]
[],146f5a92-9c4a-11e8-9260-000c29c468ed,[],[]
[],16288dd6-9c4a-11e8-9260-000c29c468ed,[],[]
[],1762d026-9c4a-11e8-9260-000c29c468ed,[],[]
[],18b91e94-9c4a-11e8-9260-000c29c468ed,[],[]
[],1a808e42-9c4a-11e8-9260-000c29c468ed,[],[]
[],1be10ea6-9c4a-11e8-9260-000c29c468ed,[],[]
[],1d154814-9c4a-11e8-9260-000c29c468ed,[],[]
[],1eb324f2-9c4a-11e8-9260-000c29c468ed,[],[]
[],205a916e-9c4a-11e8-9260-000c29c468ed,[],[]
[],2211ac18-9c4a-11e8-9260-000c29c468ed,[],[]
[],234566c4-9c4a-11e8-9260-000c29c468ed,[],[]
[],24dc60a0-9c4a-11e8-9260-000c29c468ed,[],[]
[],2613b4a0-9c4a-11e8-9260-000c29c468ed,[],[]
[],271291e6-9c4a-11e8-9260-000c29c468ed,[],[]
[],271291e7-9c4a-11e8-9260-000c29c468ed,[],[]
[],2956797c-9c4a-11e8-9260-000c29c468ed,[],[]
[],2a6f9230-9c4a-11e8-9260-000c29c468ed,[],[]
[],2c0794e4-9c4a-11e8-9260-000c29c468ed,[],[]
[],2d73e6ca-9c4a-11e8-9260-000c29c468ed,[],[]
[],2ef67698-9c4a-11e8-9260-000c29c468ed,[],[]
[],3090604a-9c4a-11e8-9260-000c29c468ed,[],[]
[],3090604b-9c4a-11e8-9260-000c29c468ed,[],[]
